bhk,propertytype,location,sqft,pricepersqft,totalprice
2,Flat,Gurgaon,1075,4688,11000000
3,Flat,Gurgaon,2054,15245,39000000
3,Flat,Gurgaon,1750,12131,29100000
3,Flat,Gurgaon,1833,15089,19200000
3,Flat,Gurgaon,1800,14057,45000000
3,Flat,Gurgaon,1490,15419,17500000
3,Flat,Gurgaon,1350,17668,7500000
3,Flat,Gurgaon,1220,13073,20000000
3,Flat,Gurgaon,1800,12424,29500000
3,Flat,Gurgaon,1525,13611,18500000
3,Flat,Gurgaon,2293,16898,34600000
3,Flat,Gurgaon,1350,8771,14000000
3,Flat,Gurgaon,2063,10417,29000000
3,Flat,Gurgaon,1550,9474,23900000
2,Flat,Gurgaon,1200,15340,25000000
3,Flat,Gurgaon,1300,18056,23400000
3,Flat,Gurgaon,1000,15278,20500000
3,Flat,Gurgaon,1620,14831,24500000
3,Flat,Gurgaon,1590,25523,30500000
3,Flat,Gurgaon,1790,14323,15700000
3,Flat,Gurgaon,2150,16250,22300000
3,Flat,Gurgaon,1865,9973,18000000
3,Flat,Gurgaon,1875,15826,32000000
3,Flat,Gurgaon,1800,12436,32500000
3,Flat,Gurgaon,1600,12778,27500000
3,Flat,Gurgaon,1800,15714,35000000
3,Flat,Gurgaon,1800,11159,52500000
3,Flat,Gurgaon,1900,14729,27500000
3,Flat,Gurgaon,1400,13200,52000000
2,Flat,Gurgaon,980,12931,11000000
2,Flat,Gurgaon,1150,18638,18200000
3,Flat,Gurgaon,1367,34039,17000000
3,Flat,Gurgaon,1575,21176,23000000
3,Flat,Gurgaon,1550,18095,27500000
3,Flat,Gurgaon,1350,27778,19900000
3,Flat,Gurgaon,1900,11728,28500000
3,Flat,Gurgaon,2100,26185,33000000
2,Flat,Gurgaon,580,17594,7500000
3,Flat,Gurgaon,1200,11092,26000000
3,Flat,Gurgaon,921,10971,50000000
3,Flat,Gurgaon,921,10370,21000000
3,Flat,Guwahati,1566,6060,9490000
3,Flat,Guwahati,1620,6969,11200000
3,Flat,Guwahati,1472,5503,8100000
3,Flat,Guwahati,1131,5200,7350000
3,Flat,Guwahati,1311,5003,6559999
3,Flat,Guwahati,1508,5062,7630000
3,Flat,Guwahati,1087,5829,7920000
3,Flat,Guwahati,896,4612,5170000
3,Flat,Guwahati,1860,8065,15000000
2,Flat,Guwahati,502,5070,3400000
2,Flat,Guwahati,696,6629,7000000
2,Flat,Guwahati,940,11200,14000000
3,Flat,Guwahati,1400,4839,7800000
3,Flat,Guwahati,1000,3983,4700000
3,Flat,Guwahati,1400,6429,9000000
3,Flat,Guwahati,1112,4629,7090000
3,Flat,Guwahati,1046,4205,5500000
2,Flat,Guwahati,950,4545,5000000
3,Flat,Guwahati,847,5365,6900000
3,Flat,Guwahati,1470,5800,8530000
3,Flat,Guwahati,1180,6741,11200000
3,Flat,Guwahati,1100,7386,9750000
3,Flat,Guwahati,1400,7273,12000000
3,Flat,Guwahati,850,4462,5800000
3,Flat,Guwahati,1547,9050,14000000
3,Flat,Guwahati,1320,4138,6000000
2,Flat,Guwahati,660,6061,5000000
2,Flat,Guwahati,820,6098,5000000
3,Flat,Guwahati,1300,4596,5980000
2,Flat,Guwahati,1230,5610,6900000
3,Flat,Guwahati,1350,5943,6500000
3,Flat,Guwahati,1590,5859,9450000
3,Flat,Guwahati,1280,5556,7500000
2,Flat,Guwahati,990,6641,5500000
3,Flat,Guwahati,1285,4962,8500000
3,Flat,Guwahati,1050,6000,6500000
3,Flat,Guwahati,1250,4500,7500000
2,Flat,Guwahati,626,4897,4330000
3,Flat,Guwahati,1450,5505,7100000
3,Flat,Guwahati,1090,4800,6000000
3,Flat,Guwahati,1180,4688,6870000
3,Flat,Guwahati,1600,4467,7500000
2,Flat,Guwahati,644,5082,3600000
3,Flat,Guwahati,1070,4675,6800000
3,Flat,Guwahati,1300,5062,5600000
3,Flat,Guwahati,796,5200,4710000
2,Flat,Guwahati,700,3920,5300000
2,Flat,Guwahati,750,5654,3900000
3,Flat,Guwahati,1352,5716,5300000
3,Flat,Guwahati,990,5645,7000000
3,Flat,Guwahati,1312,7398,7500000
3,Flat,Guwahati,871,4147,7000000
2,Flat,Guwahati,800,4800,5800000
3,Flat,Guwahati,984,3984,5300000
2,Flat,Guwahati,1000,5980,4800000
3,Flat,Guwahati,1280,5200,5100000
3,Flat,Guwahati,960,5806,6500000
3,Flat,Guwahati,1250,4769,6500000
3,Flat,Guwahati,1250,5515,9000000
3,Flat,Guwahati,1300,5357,6200000
3,Flat,Guwahati,966,3983,7600000
3,Flat,Guwahati,1214,4706,9010000
3,Flat,Guwahati,1205,4393,4800000
2,Flat,Guwahati,640,5530,4000000
2,Flat,Guwahati,1070,3295,4700000
3,Flat,Guwahati,1281,4375,8500000
2,Flat,Guwahati,1050,4143,3700000
3,Flat,Guwahati,1200,5862,7000000
3,Flat,Guwahati,1400,4667,5800000
3,Flat,Guwahati,1250,4964,8500000
2,Flat,Guwahati,750,4891,3500000
3,Flat,Guwahati,880,3654,5460000
3,Flat,Guwahati,1329,6100,6500000
3,Flat,Guwahati,1100,5058,4750000
3,Flat,Guwahati,1300,4500,9000000
3,Flat,Guwahati,1150,6574,6500000
2,Flat,Guwahati,775,4000,3490000
3,Flat,Guwahati,1012,5100,8940000
3,Flat,Guwahati,900,5625,5000000
3,Flat,Guwahati,1160,3917,5920000
2,Flat,Guwahati,900,5222,5000000
3,Flat,Guwahati,1200,6180,5500000
3,Flat,Guwahati,1600,805,9000000
3,Flat,Guwahati,1080,6061,4700000
2,Flat,Guwahati,1053,8421,5500000
2,Flat,Guwahati,1029,4312,6360000
2,Flat,Guwahati,970,5385,780000
3,Flat,Guwahati,1650,5000,10000000
3,House,Guwahati,950,3800,8000000
2,Flat,Guwahati,927,5464,4700000
3,Flat,Guwahati,912,4390,7000000
2,House,Guwahati,1200,5850,6000000
2,Flat,Guwahati,900,5800,3800000
3,Flat,Guwahati,1281,6098,7000000
3,Flat,Guwahati,1545,4769,6780000
2,Flat,Guwahati,800,4471,5850000
2,Flat,Guwahati,800,5000,5800000
3,Flat,Guwahati,2050,4385,12500000
3,Flat,Guwahati,1300,3750,6200000
2,Flat,Guwahati,700,3721,3800000
3,Flat,Guwahati,1280,5583,7000000
3,Flat,Guwahati,1167,8738,5840000
3,Flat,Guwahati,1300,4722,5700000
3,Flat,Guwahati,1200,5471,4500000
3,Flat,Guwahati,975,4902,4000000
3,Flat,Guwahati,960,6000,6700000
2,Flat,Guwahati,1030,1167,9000000
2,Flat,Guwahati,680,5114,3400000
3,Flat,Guwahati,1700,3217,9300000
3,Flat,Guwahati,1300,5200,7200000
3,Flat,Guwahati,1150,5391,6500000
2,Flat,Guwahati,1000,6771,6000000
2,House,Guwahati,3000,6849,3500000
2,Flat,Guwahati,919,5169,4700000
2,Flat,Guwahati,950,8792,3700000
2,Flat,Guwahati,1000,4500,5200000
3,Flat,Guwahati,1150,5817,6200000
2,Flat,Guwahati,960,5769,6500000
3,Flat,Guwahati,1460,5545,10000000
3,Flat,Guwahati,948,6500,4900000
3,Flat,Guwahati,1308,4762,11500000
2,Flat,Guwahati,1000,6329,4500000
3,Flat,Guwahati,2063,4861,12000000
3,Flat,Guwahati,1300,5278,7500000
3,Flat,Guwahati,900,8333,6100000
3,Flat,Guwahati,1514,5357,9840000
2,Flat,Guwahati,1050,5061,5000000
3,Flat,Guwahati,1343,3333,8500000
2,Flat,Guwahati,720,4097,3500000
2,Flat,Guwahati,1080,4000,5700000
3,Flat,Guwahati,1800,5882,15000000
3,Flat,Guwahati,1400,3172,7500000
3,Flat,Guwahati,1225,4600,6200000
3,Flat,Guwahati,1350,3655,4500000
3,Flat,Guwahati,1367,4308,5600000
3,Flat,Guwahati,1250,4453,5000000
3,Flat,Guwahati,800,4891,5000000
3,Flat,Guwahati,1860,4995,5900000
3,Flat,Guwahati,913,1200,4200000
3,Flat,Guwahati,1450,5163,5300000
2,House,Guwahati,3360,4545,9000000
3,Flat,Guwahati,1300,3718,5600000
3,Flat,Guwahati,1186,4385,5280000
2,Flat,Guwahati,680,5000,4500000
3,Flat,Guwahati,981,3438,4900000
2,House,Guwahati,5000,5294,6000000
3,Flat,Guwahati,1840,3000,9500000
3,Flat,Guwahati,1474,3922,6700000
3,Flat,Guwahati,1560,4289,5800000
3,Flat,Guwahati,1300,4500,5700000
2,Flat,Guwahati,1000,4702,5000000
3,Flat,Guwahati,1600,4332,5500000
2,Flat,Guwahati,1150,4231,6500000
3,Flat,Guwahati,1360,10714,7200000
2,House,Guwahati,2500,6557,7500000
2,Flat,Guwahati,1020,4653,4000000
3,Flat,Guwahati,1029,6667,6000000
3,Flat,Guwahati,1280,4737,5490000
3,Flat,Guwahati,1350,5833,6080000
3,Flat,Guwahati,1734,5556,8150000
3,Flat,Guwahati,1385,4333,6000000
3,Flat,Guwahati,1070,8261,5500000
3,Flat,Guwahati,840,4375,9000000
3,Flat,Guwahati,1525,5781,10000000
2,Flat,Guwahati,1050,5455,5700000
2,Flat,Guwahati,1200,10949,8000000
2,Flat,Guwahati,950,6250,4500000
3,Flat,Guwahati,1200,10350,7000000
3,Flat,Guwahati,1300,6711,8000000
3,Flat,Guwahati,1500,4167,10800000
3,House,Guwahati,1150,6440,6500000
3,Flat,Guwahati,1600,6961,9500000
3,Flat,Guwahati,700,5111,7000000
2,House,Guwahati,1100,6000,6400000
3,Flat,Guwahati,1370,6800,6000000
3,Flat,Guwahati,800,7143,15000000
2,House,Guwahati,1256,5000,5000000
3,Flat,Guwahati,1300,3990,13000000
3,Flat,Guwahati,1200,5360,11200000
2,Flat,Guwahati,800,5390,5000000
2,Flat,Guwahati,1297,7907,5500000
3,Flat,Guwahati,1350,6126,12000000
3,Flat,Guwahati,900,6747,6900000
2,Flat,Guwahati,1250,4643,6000000
3,Flat,Guwahati,1050,3704,8500000
3,Flat,Guwahati,1270,5800,7500000
3,Flat,Guwahati,960,3409,6350000
3,Flat,Guwahati,1250,5119,4800000
3,Flat,Guwahati,1114,4375,6700000
3,Flat,Guwahati,860,5304,6010000
2,Flat,Guwahati,668,4500,6800000
2,Flat,Guwahati,1095,5000,6200000
3,Flat,Guwahati,1250,4700,7390000
3,Flat,Guwahati,1000,5500,6500000
3,Flat,Guwahati,900,4000,5000000
2,Flat,Guwahati,2200,4750,5800000
3,House,Guwahati,1098,4600,7500000
3,Flat,Guwahati,1600,4200,7500000
3,Flat,Guwahati,1546,5430,7000000
3,Flat,Guwahati,1000,6977,8200000
2,Flat,Guwahati,800,6000,4500000
2,Flat,Guwahati,1000,6254,4000000
2,Flat,Guwahati,1000,5155,4700000
2,House,Guwahati,900,5000,5500000
2,Flat,Guwahati,1800,3545,3600000
3,Flat,Guwahati,1000,5515,9500000
3,Flat,Guwahati,1000,3563,4600000
2,Flat,Guwahati,750,3889,4200000
3,Flat,Guwahati,1248,5477,6000000
3,Flat,Guwahati,1900,5415,7500000
3,Villa,Guwahati,1439,6000,15000000
3,Flat,Guwahati,907,429,9000000
3,Flat,Guwahati,1500,4205,5500000
3,Flat,Guwahati,1000,4421,7500000
3,Flat,Guwahati,1360,5473,3900000
3,Flat,Guwahati,1207,6250,7500000
3,Flat,Guwahati,900,7432,4300000
2,Flat,Guwahati,1552,5303,3500000
3,Flat,Guwahati,652,7059,8500000
2,Flat,Guwahati,1910,6068,4500000
3,Flat,Guwahati,1300,5242,11399999
3,Flat,Guwahati,750,5405,600000
2,Flat,Guwahati,860,5333,3700000
2,Flat,Guwahati,960,4880,4200000
3,Flat,Guwahati,800,5000,7000000
2,Flat,Guwahati,1682,5297,6500000
3,Flat,Guwahati,1320,3833,12500000
3,Flat,Guwahati,850,5279,7000000
3,Flat,Guwahati,1615,4121,6000000
3,Flat,Guwahati,1240,5282,9800000
3,Flat,Guwahati,600,5636,6500000
2,Flat,Guwahati,900,4500,3800000
2,Flat,Guwahati,1537,5481,5600000
3,Flat,Guwahati,1311,4663,7500000
3,Flat,Guwahati,1300,5703,8000000
3,Flat,Guwahati,1246,6944,6500000
2,Flat,Guwahati,1200,5093,6600000
3,Flat,Guwahati,1326,4769,4600000
3,Flat,Guwahati,1456,5070,7000000
3,Flat,Guwahati,852,6190,6000000
2,Flat,Guwahati,1100,4222,4500000
3,Flat,Guwahati,1000,4667,6200000
2,Flat,Guwahati,900,6842,5560000
2,Flat,Guwahati,815,4343,5700000
2,Flat,Guwahati,1280,3750,3800000
3,Flat,Guwahati,2160,4737,7300000
3,House,Guwahati,900,4701,15000000
2,Flat,Guwahati,1300,38199,5500000
3,Flat,Guwahati,1050,4762,6200000
2,Flat,Guwahati,860,7105,6500000
2,Flat,Guwahati,925,6667,6500000
2,Flat,Guwahati,1315,5923,4480000
3,Flat,Guwahati,950,4545,7000000
2,Flat,Guwahati,860,4766,6500000
3,Flat,Guwahati,1000,4252,4300000
3,Flat,Guwahati,850,532,4500000
2,Flat,Guwahati,1460,5000,4500000
3,Flat,Guwahati,1170,5469,7200000
3,House,Guwahati,880,4902,27500000
2,Flat,Guwahati,1900,4071,5000000
3,Flat,Guwahati,900,4500,13500000
2,Flat,Guwahati,861,5348,6000000
2,Flat,Guwahati,950,5372,5100000
2,House,Guwahati,980,4800,5000000
2,Flat,Guwahati,1411,5738,5100000
3,Flat,Guwahati,1128,4783,6000000
2,Flat,Guwahati,900,5816,600000
2,Flat,Guwahati,900,6126,5500000
2,House,Guwahati,1280,5385,5000000
3,Flat,Guwahati,1080,4577,7000000
2,Flat,Guwahati,1326,5000,3500000
3,Flat,Guwahati,1100,4617,6500000
3,Flat,Guwahati,1143,6000,5700000
3,Flat,Guwahati,1365,5478,5400000
3,Flat,Guwahati,1210,5538,7300000
3,Flat,Guwahati,645,5382,6500000
2,Flat,Guwahati,1000,5000,4800000
2,Flat,Guwahati,850,4592,7000000
2,Flat,Guwahati,980,5909,5500000
2,Flat,Guwahati,1110,6301,5700000
2,Flat,Guwahati,1300,900,6800000
3,Flat,Guwahati,1420,5000,7000000
3,Flat,Guwahati,847,4688,6500000
3,Flat,Guwahati,1022,6087,5500000
3,Flat,Guwahati,800,4130,5900000
2,Flat,Guwahati,850,4524,4800000
2,Flat,Guwahati,1250,4825,5730000
3,Flat,Guwahati,929,6400,7200000
2,Flat,Guwahati,700,6034,5000000
2,Flat,Guwahati,980,4960,3500000
2,Flat,Guwahati,1100,4078,4500000
2,Flat,Guwahati,907,5592,6500000
3,Flat,Guwahati,5000,5571,8500000
3,House,Guwahati,1110,7257,4500000
3,Flat,Guwahati,1600,4324,6500000
3,Flat,Guwahati,1150,4478,7500000
2,Flat,Guwahati,2300,4892,7000000
3,Flat,Guwahati,1085,6588,9500000
3,Flat,Guwahati,970,5900,5700000
3,Flat,Guwahati,1000,5164,5500000
2,House,Guwahati,1127,1529,8000000
3,Flat,Guwahati,1150,4435,6800000
3,Flat,Guwahati,1199,4870,6200000
3,Flat,Guwahati,1234,5000,6500000
3,Flat,Guwahati,1006,6486,6900000
2,Flat,Guwahati,1378,4568,6000000
3,Flat,Guwahati,1110,6579,10000000
3,Flat,Guwahati,1200,5750,4800000
3,Flat,Guwahati,850,1512,6000000
2,Flat,Guwahati,1700,12500,5200000
3,Flat,Guwahati,2400,5404,11200000
3,Villa,Guwahati,1020,7333,13500000
3,Flat,Guwahati,1491,5000,8000000
3,Flat,Guwahati,1700,6711,7700000
2,House,Guwahati,1353,3286,2600000
3,Flat,Guwahati,950,4211,6000000
3,House,Guwahati,2000,6300,5600000
3,House,Guwahati,740,5467,10000000
2,Flat,Guwahati,600,4000,6000000
2,Flat,Guwahati,2000,4711,3700000
3,Flat,Guwahati,1050,6696,150000
2,Flat,Guwahati,1064,4640,7500000
3,Flat,Guwahati,1200,5000,10000000
3,House,Guwahati,1600,2400,6500000
3,Flat,Guwahati,950,4490,20000000
3,Flat,Guwahati,1500,6957,5950000
3,House,Guwahati,1000,8750,11000000
2,Flat,Guwahati,920,5611,5000000
2,Flat,Guwahati,1400,4536,7000000
3,Flat,Guwahati,950,4961,4600000
2,Flat,Guwahati,1199,4089,4000000
3,Flat,Guwahati,1500,5622,9070000
3,Flat,Guwahati,850,6111,8200000
2,Flat,Guwahati,849,4595,3800000
2,Flat,Guwahati,1050,5587,4000000
2,Flat,Guwahati,1250,6318,7500000
3,Flat,Guwahati,1800,6479,5800000
3,House,Guwahati,720,5939,9000000
2,Flat,Guwahati,1225,5674,1800000
2,Flat,Guwahati,1120,4375,5500000
3,Flat,Guwahati,1600,5963,8000000
3,Flat,Guwahati,909,4667,14000000
2,Flat,Guwahati,970,4138,5100000
2,Flat,Guwahati,1411,6151,4400000
2,Flat,Guwahati,1274,7257,7000000
3,Flat,Guwahati,899,5857,5210000
3,Flat,Guwahati,900,3333,7000000
2,Flat,Guwahati,1850,4143,5500000
3,Flat,Guwahati,1056,7865,8500000
2,Flat,Guwahati,800,6800,5900000
2,Flat,Guwahati,1312,5061,7000000
3,Flat,Guwahati,1650,4868,8500000
3,Flat,Guwahati,1410,3455,9800000
3,Flat,Guwahati,1200,5840,8000000
3,Flat,Guwahati,872,5824,7000000
2,Flat,Guwahati,1250,4327,5200000
3,Flat,Guwahati,1460,2929,6800000
3,Flat,Guwahati,1450,2254,7000000
3,Flat,Guwahati,1138,4038,6000000
3,Flat,Guwahati,689,4421,7000000
2,Flat,Guwahati,700,8824,5000000
2,Flat,Guwahati,1200,4500,4100000
3,Flat,Guwahati,1200,4156,4000000
3,Flat,Guwahati,740,667,5800000
3,Flat,Guwahati,1017,600,7000000
2,Flat,Guwahati,3600,4688,5000000
3,Flat,Guwahati,988,4505,8500000
3,Flat,Guwahati,1099,4724,5000000
2,Flat,Guwahati,910,5300,5350000
2,Flat,Guwahati,1150,4235,3800000
3,Flat,Guwahati,810,4333,7300000
2,Flat,Guwahati,900,4327,5300000
3,Flat,Guwahati,1150,4500,5500000
3,Flat,Guwahati,830,4480,4100000
2,House,Guwahati,1040,250,4600000
2,Flat,Guwahati,950,5000,4200000
2,Flat,Guwahati,1700,3333,4200000
3,Villa,Guwahati,1400,4437,15000000
3,Flat,Guwahati,1155,7692,6750000
3,Flat,Guwahati,1350,4615,4800000
3,Flat,Guwahati,12000,3125,900000
3,Flat,Guwahati,1300,3583,7500000
3,Flat,Guwahati,1110,5763,7500000
3,Flat,Guwahati,1150,5417,5000000
3,Flat,Guwahati,1400,4555,6000000
3,Flat,Guwahati,850,4302,7420000
3,Flat,Guwahati,900,3462,3600000
2,Flat,Guwahati,800,3864,3900000
2,Flat,Guwahati,800,5859,4500000
3,Flat,Guwahati,925,2308,4500000
3,Flat,Guwahati,1200,4611,5600000
3,Flat,Guwahati,1380,3999,300000
3,Flat,Guwahati,1200,2800,6900000
3,Flat,Guwahati,952,5455,4000000
3,Flat,Guwahati,950,3175,4220000
3,Flat,Guwahati,707,5500,10000000
2,Flat,Guwahati,960,3061,3600000
2,Flat,Guwahati,1000,3333,3000000
2,Flat,Guwahati,1100,3000,2800000
3,Flat,Guwahati,1475,3000,4300000
3,Flat,Guwahati,1200,3922,8500000
2,Flat,Guwahati,988,4400,6500000
3,Flat,Guwahati,957,3215,4500000
3,Flat,Guwahati,1300,3130,5150000
3,Flat,Guwahati,1100,2397,4500000
3,Flat,Guwahati,128,3504,4250000
3,Flat,Guwahati,1300,3505,750000
3,House,Guwahati,2000,3441,3000000
3,House,Guwahati,1654,3473,1250000
3,Flat,Guwahati,1418,3889,7630000
3,House,Guwahati,750,3172,2500000
2,Villa,Guwahati,1650,3600,1800000
3,Flat,Guwahati,1260,3616,9000000
2,Flat,Guwahati,1100,3600,4000000
2,Flat,Guwahati,800,4141,6050000
2,Flat,Guwahati,1200,3684,3000000
3,Flat,Guwahati,1000,2708,4000000
2,Flat,Guwahati,1200,5000,3000000
3,Flat,Guwahati,1020,1529,3600000
2,Flat,Guwahati,1250,3000,4000000
3,Flat,Guwahati,1244,5462,5500000
3,Flat,Guwahati,1150,6976,4000000
3,Flat,Guwahati,1335,5400,3600000
3,Flat,Guwahati,1370,5200,3200000
3,Flat,Guwahati,856,5004,4800000
2,Flat,Guwahati,1395,5100,3000000
3,House,Guwahati,900,5225,2500000
2,House,Guwahati,700,5043,3500000
2,House,Guwahati,1160,12712,3000000
3,Flat,Guwahati,928,5615,3679999
2,Flat,Guwahati,928,4273,3350000
2,Flat,Guwahati,885,3850,3340000
2,Flat,Guwahati,885,5800,3200000
2,Flat,Guwahati,1205,4564,3190000
3,Flat,Guwahati,950,9162,4990000
2,Flat,Guwahati,960,6061,3500000
2,Flat,Guwahati,740,6098,2600000
2,Flat,Guwahati,1700,6729,4630000
2,Villa,Guwahati,952,4641,2600000
3,Flat,Guwahati,1214,5070,3600000
3,Flat,Guwahati,1030,4167,6390683
2,Flat,Guwahati,900,4941,6390683
3,House,Guwahati,1685,5462,6390683
3,Flat,Guwahati,1000,6976,6390683
3,Flat,Guwahati,1500,5400,6390683
3,Flat,Guwahati,2050,5200,6390683
3,Flat,Guwahati,1544,5004,6390683
3,Flat,Guwahati,1596,5100,8430000
3,Flat,Guwahati,1362,6583,11100000
2,Flat,Guwahati,804,5225,7350000
3,Flat,Guwahati,1309,5043,5230000
3,Flat,Guwahati,698,12712,6550000
2,Flat,Guwahati,1087,5615,6170000
3,Flat,Guwahati,1355,4273,8950000
3,Flat,Guwahati,886,3850,8130000
3,Flat,Guwahati,1180,5800,5890000
3,Flat,Guwahati,1140,4564,15000000
3,Flat,Guwahati,786,9162,8900000
2,Flat,Guwahati,1800,6061,4200000
3,House,Guwahati,985,6098,7700000
3,Flat,Guwahati,885,6729,8530000
3,Flat,Guwahati,1528,4641,5500000
3,Flat,Guwahati,660,5070,14000000
2,Flat,Guwahati,820,4167,5000000
2,Flat,Guwahati,1350,4583,5000000
3,Flat,Guwahati,1070,4941,6500000
3,Flat,Guwahati,945,4769,7200000
3,Flat,Guwahati,615,5744,5420000
2,Flat,Guwahati,1200,5354,4700000
2,Flat,Guwahati,1200,4500,5000000
3,Flat,Guwahati,750,477,5500000
2,Flat,Guwahati,1300,5462,4200000
3,Flat,Guwahati,1544,6976,6200000
3,Flat,Guwahati,1596,5400,8430000
3,Flat,Guwahati,1362,5200,11100000
2,Flat,Guwahati,804,5004,7350000
3,Flat,Guwahati,1309,5100,5230000
3,Flat,Guwahati,698,6583,6550000
2,Flat,Guwahati,1087,5225,6170000
3,Flat,Guwahati,1355,5043,8950000
3,Flat,Guwahati,886,12712,8130000
3,Flat,Guwahati,1180,5615,5890000
3,Flat,Guwahati,1140,4273,15000000
3,Flat,Guwahati,786,3850,8900000
2,Flat,Guwahati,1800,5800,4200000
3,House,Guwahati,985,4564,7700000
3,Flat,Guwahati,885,9162,8530000
3,Flat,Guwahati,1528,6061,5500000
3,Flat,Guwahati,660,6098,14000000
2,Flat,Guwahati,820,6729,5000000
2,Flat,Guwahati,1350,4641,5000000
3,Flat,Guwahati,1070,5070,6500000
3,Flat,Guwahati,945,4167,7200000
3,Flat,Guwahati,615,4583,5420000
2,Flat,Guwahati,1200,4941,4700000
2,Flat,Guwahati,1200,4769,5000000
3,Flat,Guwahati,750,5744,5500000
2,Flat,Guwahati,1300,5354,4200000
3,Flat,Guwahati,1445,4500,6200000
3,Flat,Guwahati,1214,477,8300000
3,Flat,Guwahati,1200,5462,9000000
3,Flat,Guwahati,910,6976,6800000
2,Flat,Guwahati,1544,5400,509999
3,Flat,Guwahati,1596,5200,8430000
3,Flat,Guwahati,1362,5004,11100000
2,Flat,Guwahati,804,5100,7350000
3,Flat,Guwahati,1309,6583,5230000
3,Flat,Guwahati,698,5225,6550000
2,Flat,Guwahati,1087,5043,6170000
3,Flat,Guwahati,1355,12712,8950000
3,Flat,Guwahati,886,5615,8130000
3,Flat,Guwahati,1180,4273,5890000
3,Flat,Guwahati,1140,3850,15000000
3,Flat,Guwahati,786,5800,8900000
2,Flat,Guwahati,1800,4564,4200000
3,House,Guwahati,985,9162,7700000
3,Flat,Guwahati,885,6061,8530000
3,Flat,Guwahati,1528,6098,5500000
3,Flat,Guwahati,660,6729,14000000
2,Flat,Guwahati,820,4641,5000000
2,Flat,Guwahati,1350,5070,5000000
3,Flat,Guwahati,1070,4167,6500000
3,Flat,Guwahati,945,4583,7200000
3,Flat,Guwahati,615,4941,5420000
2,Flat,Guwahati,1200,4769,4700000
2,Flat,Guwahati,1200,5744,5000000
3,Flat,Guwahati,750,5354,5500000
2,Flat,Guwahati,1300,4500,4200000
3,Flat,Guwahati,1445,477,6200000
3,Flat,Guwahati,1214,5462,8300000
3,Flat,Guwahati,1200,6976,9000000
3,Flat,Guwahati,910,5400,6800000
2,Flat,Guwahati,1544,5200,509999
3,Flat,Guwahati,1596,5004,8430000
3,Flat,Guwahati,1362,5100,11100000
2,Flat,Guwahati,804,6583,7350000
3,Flat,Guwahati,1309,5225,5230000
3,Flat,Guwahati,698,5043,6550000
2,Flat,Guwahati,1087,12712,6170000
3,Flat,Guwahati,1355,5615,8950000
3,Flat,Guwahati,886,4273,8130000
3,Flat,Guwahati,1180,3850,5890000
3,Flat,Guwahati,1140,5800,15000000
3,Flat,Guwahati,786,4564,8900000
2,Flat,Guwahati,1800,9162,4200000
3,House,Guwahati,985,6061,7700000
3,Flat,Guwahati,885,6098,8530000
3,Flat,Guwahati,1528,6729,5500000
3,Flat,Guwahati,660,4641,14000000
2,Flat,Guwahati,820,5070,5000000
2,Flat,Guwahati,1350,4167,5000000
3,Flat,Guwahati,1070,4583,6500000
3,Flat,Guwahati,945,4941,7200000
3,Flat,Guwahati,615,4769,5420000
2,Flat,Guwahati,1200,5744,4700000
2,Flat,Guwahati,1200,5354,5000000
3,Flat,Guwahati,750,4500,5500000
2,Flat,Guwahati,1300,477,4200000
2,House,Guwahati,1941,2679,3500000
3,Flat,Guwahati,1941,3241,5500000
3,Flat,Guwahati,1941,4286,5670000
2,Flat,Guwahati,1941,3608,2100000
3,Flat,Guwahati,1941,6583,4800000
2,Flat,Guwahati,1941,4583,6390683
3,Flat,Guwahati,1941,4769,6390683
2,Flat,Gwalior,1000,3455,3800000
3,House,Gwalior,1300,6667,10000000
3,House,Gwalior,2120,7075,15000000
2,Flat,Gwalior,860,3495,3600000
2,House,Gwalior,1100,5795,10100000
2,Flat,Gwalior,880,3400,3400000
3,House,Gwalior,1500,9317,15000000
3,Flat,Gwalior,1100,4364,4800000
3,Flat,Gwalior,1000,4500,4500000
3,Flat,Gwalior,1681,5651,9500000
2,Flat,Gwalior,800,5333,4800000
3,House,Gwalior,760,2800,4200000
2,Flat,Gwalior,760,3375,2700000
2,Flat,Gwalior,760,3478,4000000
2,House,Gwalior,1000,8000,8800000
2,Flat,Gwalior,888,5068,4500000
2,House,Gwalior,750,13333,10000000
2,Flat,Gwalior,1234,2774,3420000
3,Flat,Gwalior,1150,4348,5000000
2,House,Gwalior,700,3125,5500000
2,Flat,Gwalior,1100,2333,4600000
2,Flat,Gwalior,800,2667,2500000
3,Flat,Gwalior,983,6667,3500000
2,Flat,Gwalior,650,4342,3000000
2,Flat,Gwalior,1200,6207,3200000
2,Flat,Gwalior,792,2923,3300000
3,House,Gwalior,1080,3500,7200000
3,House,Gwalior,3224,2162,14000000
2,Flat,Gwalior,725,5244,4500000
2,Flat,Gwalior,650,4500,1900000
2,Flat,Gwalior,732,4091,3500000
3,Flat,Gwalior,950,5000,3500000
2,Flat,Gwalior,925,3415,2000000
2,Flat,Gwalior,900,4733,4720000
3,Flat,Gwalior,1000,4342,4500000
3,Flat,Gwalior,1100,2667,4500000
3,Flat,Gwalior,1500,3333,7500000
2,Flat,Gwalior,750,2308,3600000
2,Flat,Gwalior,732,4167,2500000
3,House,Gwalior,1500,5357,7100000
3,House,Gwalior,3224,6000,14000000
3,Flat,Gwalior,900,3800,2400000
